"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"409",3588,"1",27,"1","2","2","9","1",2600,"2","1","2","2","3","1",1200,"1","1","1",50,"4","1","1","1","2","1","3","6","1","3","1","3","3","6","1","6","1","1","AS","6","1","4","1","1","1","1","2","1","2","2","1","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"410",3589,"1",46,"1","2","2","9","1",2100,"1","2","2","1","3","1",1500,"1","1","1",20,"5","1","1","1","1","1","3","1","1","1","2","3","2","6","2","4","4","1","NP","4","1","2","1","1","1","1","1","2","2","1","2","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"3"
"411",3593,"1",35,"1","2","1","5","1",3000,"1","1","2","2","3","1",2100,"1","1","1",40,"4","1","1","1","6","1","3","1","1","3","3","3","1","6","2","6","2","1","AC","6","1","2","1","1","1","1","1","1","2","1","3","2","2","5","4","1","Santa Cruz","70",1.61421206239234,"4"
"412",3595,"1",45,"1","2","2","9","1",1500,"1","2","2","2","3","1",2500,"1","1","3",30,"3","1","1","1","1","1","3","1","3","3","3","3","6","6","2","6","3","1","NP","6","1","1","1","1","1","2","2","2","2","1","1","2","2","3","4","1","Santa Cruz","70",1.61421206239234,"1"
"413",3598,"1",24,"1","1","2","9","1",2500,"1","1","2","2","3","1",2500,"1","1","3",200,"3","2","6","1","6","1","6","6","3","3","3","3","3","6","2","6","1","1","ES","5","1","3","1","1","1","1","1","1","1","1","1","1","2","6","4","1","Santa Cruz","70",1.61421206239234,"4"
"414",4001,"1",23,"1","2","1","4","1",2100,"1","2","2","1","2","1",500,"1","1","1",150,"4","1","1","6","6","1","3","6","1","1","3","2","1","1","2","6","3","1","AC","2","1","3","1","1","1","2","2","2","2","2","1","2","2","6","4","2","Warnes","95",1.48664897206359,"2"
"415",4003,"1",22,"1","2","2","9","1",2200,"1","2","2","2","3","1",2000,"1","1","3",300,"3","1","1","1","6","1","1","6","1","3","3","1","6","6","2","4","2","1","AC","2","1","2","1","1","1","2","2","2","2","2","1","2","2","7","4","2","Warnes","95",1.48664897206359,"1"
"416",4004,"1",22,"1","2","2","9","1",4000,"1","2","2","1","3","1",1500,"1","1","3",100,"4","1","1","5","5","5","3","5","1","1","1","1","1","6","2","4","1","1","AC","3","1","2","1","2","1","2","1","2","2","2","1","2","2","6","4","2","Warnes","95",1.48664897206359,"2"
"417",4005,"1",33,"1","2","1","1","1",2500,"1","1","2","2","3","1",3500,"1","1","1",120,"3","1","1","1","1","1","5","6","1","1","1","1","1","6","1","4","1","1","NP","4","1","3","1","1","1","1","1","1","2","2","2","2","2","6","4","2","Warnes","95",1.48664897206359,"4"
"418",4008,"1",17,"1","2","2","9","1",2500,"2","2","1","1","3","1",1100,"1","2","1",200,"5","1","4","1","3","1","3","1","1","1","1","1","1","1","1","2","1","1","ES","4","1","5","1","1","1","1","1","1","1","1","2","2","2","4","4","2","Warnes","95",1.48664897206359,"4"
"419",4009,"1",22,"1","2","1","5","1",3000,"1","1","2","1","2","1",800,"1","1","1",100,"5","1","1","1","1","1","1","5","6","5","4","5","4","4","2","4","1","1","ES","4","1","3","1","1","1","1","1","1","2","1","2","2","2","5","4","2","Warnes","95",1.48664897206359,"4"
"420",4014,"1",41,"1","2","2","9","1",1800,"2","1","2","1","3","1",800,"1","1","1",100,"5","1","1","5","1","1","4","4","5","4","3","4","5","4","2","3","3","3","NP","3","1","3","1","1","1","1","2","2","2","1","1","2","2","5","4","2","Warnes","95",1.48664897206359,"3"
"421",4019,"1",39,"1","2","2","9","1",2500,"4","1","2","1","3","1",1700,"1","1","1",100,"5","2","5","2","3","1","3","1","1","1","1","1","1","1","2","3","1","1","NP","3","1","3","1","1","1","2","2","2","2","1","1","2","2","6","4","2","Warnes","95",1.48664897206359,"2"
"422",4254,"1",39,"1","2","2","9","1",950,"1","2","2","2","3","1",840,"1","1","2",80,"4","1","1","1","1","1","3","1","1","1","1","1","1","6","2","3","2","1","AC","3","2","1","1","1","1","2","2","2","2","2","1","2","2","3","4","2","Camiri","10",1.48664897206359,"1"
"423",4255,"1",35,"1","2","2","9","1",700,"1","2","2","2","3","1",650,"1","1","1",70,"4","1","1","1","1","3","3","1","1","3","3","1","6","6","1","3","2","1","AS","3","1","2","1","1","1","2","1","2","2","2","2","2","2","4","4","2","Camiri","10",1.48664897206359,"2"
"424",4256,"1",26,"1","2","2","2","1",1000,"4","1","2","2","3","1",850,"6","1","1",30,"3","1","1","1","4","1","3","1","1","1","1","3","3","6","2","6","2","1","AC","4","1","2","1","1","1","2","1","1","2","1","2","2","2","3","4","2","Camiri","10",1.48664897206359,"2"
"425",4259,"1",19,"1","2","1","7","1",1500,"4","2","2","2","2","1",1700,"6","1","1",30,"3","1","6","6","5","1","3","6","5","1","5","5","5","6","2","6","1","1","ES","3","1","2","1","1","1","1","2","2","2","1","2","2","2","4","4","2","Camiri","10",1.48664897206359,"3"
"426",4305,"1",37,"1","2","2","9","1",450,"1","2","2","2","3","1",980,"1","1","1",400,"1","1","1","1","1","1","3","6","3","3","1","3","6","6","2","3","2","1","AC","6","1","2","1","1","1","2","2","1","2","1","2","2","2","7","4","2","Santa Fé de Yapacani","71",1.48664897206359,"2"
"427",4306,"1",26,"1","2","2","2","1",1500,"1","2","2","2","3","1",1000,"6","1","2",30,"4","1","6","6","5","6","2","6","6","6","6","4","3","6","2","6","1","1","SB","3","1","2","1","1","1","2","2","1","2","1","2","2","2","3","4","2","Santa Fé de Yapacani","71",1.48664897206359,"2"
"428",4603,"1",46,"1","2","2","9","1",1500,"1","2","1","1","3","1",700,"1","1","2",100,"5","1","1","2","1","4","3","1","1","1","1","1","1","1","2","3","3","3","NP","3","5","3","1","1","1","2","2","2","2","1","1","2","2","6","4","3","Quebrada León","57",1.82445961503308,"2"
"429",4605,"1",49,"1","2","2","9","1",2000,"1","2","1","1","3","1",1000,"1","1","1",70,"5","1","1","3","3","6","3","1","1","1","1","1","1","1","2","3","3","3","NP","3","1","3","1","1","1","2","2","2","2","1","1","2","2","6","4","3","Quebrada León","57",1.82445961503308,"2"
"430",4606,"1",33,"1","2","2","9","1",2000,"1","2","1","1","3","1",700,"1","1","1",150,"5","1","6","1","1","1","3","1","1","1","1","1","1","1","2","3","1","1","NP","3","1","3","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Quebrada León","57",1.82445961503308,"2"
"431",4609,"1",48,"1","2","2","9","1",1800,"4","2","1","1","3","1",1500,"1","2","2",270,"5","2","1","1","1","3","2","1","1","1","1","1","1","1","2","3","2","1","AC","3","1","2","1","2","1","2","2","2","2","1","1","2","2","5","4","3","Quebrada León","57",1.82445961503308,"1"
"432",4610,"1",38,"1","2","2","9","1",2500,"1","2","1","1","3","1",1500,"1","2","1",200,"5","1","1","3","1","1","3","1","1","1","1","1","1","1","2","3","2","1","AC","1","1","2","1","2","1","2","2","2","2","1","2","2","2","5","4","3","Quebrada León","57",1.82445961503308,"1"
"433",4751,"1",60,"1","2","2","9","1",1500,"1","2","2","2","3","1",1000,"1","1","1",30,"4","1","1","1","1","1","1","6","1","3","3","3","6","6","2","3","2","1","AC","4","2","2","1","2","1","2","2","2","2","1","1","2","2","5","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"434",4752,"1",45,"1","2","2","9","1",1750,"1","2","2","2","3","1",990,"1","1","1",100,"4","1","1","1","1","1","3","6","1","3","3","3","3","6","1","4","2","1","NP","4","1","3","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"2"
"435",4755,"1",26,"1","2","2","9","1",1500,"1","2","2","2","3","1",1800,"1","1","1",100,"4","1","6","1","6","1","3","6","1","1","1","1","1","6","1","3","1","1","AS","3","1","2","1","2","1","2","2","2","2","1","1","2","2","7","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"436",4756,"1",47,"1","2","2","9","1",1000,"1","2","2","1","3","1",850,"1","1","1",70,"4","1","1","1","1","3","3","6","3","3","3","3","1","1","2","4","3","1","AS","4","1","2","1","2","1","2","2","2","2","1","1","2","2","5","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"437",4761,"1",37,"1","2","2","9","1",1500,"4","2","1","1","3","1",1400,"1","1","1",170,"5","1","1","1","1","1","3","1","1","1","1","1","1","1","2","4","2","1","NP","4","2","2","1","2","1","2","2","2","2","1","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"438",4762,"1",50,"1","2","2","9","1",1500,"1","2","1","1","3","1",1400,"1","1","1",100,"5","1","1","1","1","2","3","1","1","1","1","1","1","1","1","3","2","1","AC","3","1","2","1","2","1","2","2","2","2","1","1","2","2","3","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"439",4764,"1",30,"1","2","2","9","1",850,"1","2","2","2","3","1",800,"6","1","1",50,"4","1","1","1","1","1","1","1","1","1","3","3","6","6","2","3","2","1","AC","3","2","1","1","2","1","2","2","2","2","1","2","2","2","2","4","3","Pueblo Nuevo","53",1.82445961503308,"2"
"440",4766,"1",27,"1","2","2","9","1",850,"2","2","2","1","3","1",1000,"1","1","2",50,"3","1","1","1","1","1","3","6","6","1","1","6","6","6","1","3","1","1","EM","3","1","1","1","2","1","2","2","2","2","2","1","2","2","1","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"441",4767,"1",23,"1","2","2","9","1",1000,"4","2","2","2","3","1",900,"1","1","1",30,"3","1","1","1","1","1","3","6","1","1","1","3","3","6","2","6","2","1","AC","6","1","1","1","2","1","2","2","2","2","2","1","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"1"
"442",4780,"1",35,"1","2","2","9","1",1000,"1","2","2","2","3","1",1050,"1","1","1",50,"4","1","1","1","6","1","1","1","1","3","3","3","6","6","2","3","2","1","AC","4","1","1","1","2","1","2","2","1","2","1","2","2","2","4","4","3","Pueblo Nuevo","53",1.82445961503308,"2"
"443",5006,"1",64,"1","2","1","7","1",840,"1","1","2","1","2","1",400,"1","1","1",503,"1","1","1","1","1","1","1","6","7","7","7","7","7","7","1","8","2","1","NP","8","1","3","1","1","1","1","1","1","2","1","3","1","2","3","2","1","Sucre","78",0.33448039965043,"5"
"444",5013,"1",47,"1","2","1","8","1",2000,"1","2","2","1","3","1",1000,"1","1","2",10,"5","2","1","1","5","5","1","1","1","1","1","1","1","1","2","6","1","1","ES","6","2","2","1","1","1","2","2","1","2","2","1","2","2","3","2","1","Sucre","78",0.33448039965043,"2"
"445",5014,"1",17,"1","2","1","7","1",2000,"1","1","2","1","3","1",1600,"1","1","2",100,"3","1","1","5","5","5","1","1","1","2","2","2","5","1","2","1","1","1","ES","7","1","2","1","1","1","1","2","1","2","2","2","2","2","4","2","1","Sucre","78",0.33448039965043,"3"
"446",5015,"1",37,"1","1","1","3","1",2000,"1","1","2","1","3","1",900,"1","1","2",400,"4","3","2","2","5","1","5","1","3","1","1","1","1","5","2","7","2","1","AS","7","1","2","1","1","1","2","1","1","2","1","2","2","2","4","2","1","Sucre","78",0.33448039965043,"3"
"447",5016,"1",31,"1","1","1","7","1",5600,"1","1","1","1","1","1",4000,"1","2","1",400,"4","2","1","1","5","5","1","1","3","1","1","1","1","5","1","7","2","1","PI","7","1","3","1","1","1","1","1","1","2","1","3","2","1","4","2","1","Sucre","78",0.33448039965043,"5"
"448",5017,"1",22,"1","2","2","9","1",1000,"2","1","2","2","3","1",800,"1","1","1",260,"5","1","1","1","1","1","3","1","1","1","1","1","1","1","1","6","1","1","ES","4","1","2","1","1","1","1","2","1","2","2","1","2","2","3","2","1","Sucre","78",0.33448039965043,"3"
"449",5022,"1",43,"1","2","2","9","1",2800,"3","1","2","1","3","1",1400,"1","2","2",30,"4","1","1","1","1","1","3","1","7","7","7","7","1","7","2","8","1","1","AS","8","1","3","1","1","1","1","1","1","2","2","2","1","2","3","2","1","Sucre","78",0.33448039965043,"4"
"450",5025,"1",30,"1","2","1","7","1",2600,"1","1","2","1","2","1",3000,"1","1","1",60,"3","1","1","3","1","1","1","1","2","1","1","1","1","6","2","7","1","1","PI","7","1","3","1","1","1","2","2","1","1","2","2","1","2","3","2","1","Sucre","78",0.33448039965043,"3"
"451",5027,"1",25,"1","2","2","8","1",800,"1","2","2","1","3","1",800,"1","1","2",100,"1","1","1","1","6","5","2","5","1","3","1","6","6","6","2","6","1","1","ES","1","2","1","1","1","1","2","2","1","2","2","1","2","2","4","2","1","Sucre","78",0.33448039965043,"1"
"452",5031,"1",27,"1","2","1","7","1",4600,"1","2","1","1","3","1",350,"1","1","1",50,"5","1","6","5","5","1","5","5","4","3","3","7","1","5","2","7","2","1","AC","7","1","3","1","1","1","1","1","1","1","1","2","2","2","4","2","1","Sucre","78",0.33448039965043,"4"
"453",5035,"1",42,"1","2","1","5","1",1000,"1","2","2","1","2","1",2000,"1","1","1",20,"3","1","1","5","5","5","5","1","3","3","3","3","3","6","1","7","3","1","CP","7","1","3","1","1","1","1","1","1","2","1","2","2","2","2","2","1","Sucre","78",0.33448039965043,"4"
"454",5037,"1",29,"1","1","1","5","1",1600,"1","2","2","1","2","1",750,"6","1","3",10,"3","1","4","1","1","5","5","5","1","3","1","3","7","7","1","7","1","1","SB","8","1","2","1","1","1","1","2","1","1","1","2","2","1","6","2","1","Sucre","78",0.33448039965043,"4"
"455",5042,"1",32,"1","2","1","7","1",1000,"1","1","2","1","2","1",1700,"1","1","1",100,"4","1","1","5","5","5","5","6","3","3","3","7","3","6","1","6","1","1","PI","6","2","2","1","1","1","2","2","1","1","2","1","2","2","1","2","1","Sucre","78",0.33448039965043,"2"
"456",5050,"1",30,"1","1","1","8","1",1200,"3","2","2","1","3","1",500,"1","1","1",60,"4","1","6","6","6","1","6","6","2","2","2","2","2","6","1","7","1","1","AS","3","5","5","2","1","1","1","2","1","1","1","2","2","2","6","2","1","Sucre","78",0.33448039965043,"4"
"457",5052,"1",18,"1","2","2","3","1",1000,"2","2","2","1","3","1",250,"1","1","1",20,"5","1","1","1","6","6","2","6","5","5","1","2","2","6","1","2","1","1","ES","1","1","2","1","1","1","2","2","1","2","2","1","2","2","2","2","1","Sucre","78",0.33448039965043,"1"
"458",5053,"1",19,"1","2","2","1","1",3000,"1","2","2","1","3","1",1500,"1","1","2",20,"4","1","1","5","6","6","7","6","1","3","2","2","3","6","2","6","1","2","ES","1","1","2","1","1","1","2","2","2","1","2","1","2","2","7","2","1","Sucre","78",0.33448039965043,"1"
"459",5058,"1",36,"1","2","2","9","1",1800,"1","1","2","1","3","1",700,"1","1","1",100,"3","1","1","1","5","1","1","1","1","1","1","1","1","1","2","3","1","1","CP","3","1","1","1","1","1","2","2","2","2","2","1","2","2","2","2","1","Sucre","78",0.33448039965043,"1"
"460",5067,"1",18,"1","2","2","9","1",700,"1","2","2","1","3","1",1700,"1","2","1",150,"4","1","1","1","1","1","3","5","1","1","5","3","3","3","1","3","2","1","AC","1","4","1","1","1","1","2","2","1","2","1","2","2","2","4","2","1","Sucre","78",0.33448039965043,"1"
"461",5070,"1",25,"1","1","1","7","1",4600,"2","2","2","1","3","1",2500,"1","1","1",200,"1","1","6","6","6","6","6","2","2","2","2","2","2","2","1","2","1","1","PI","3","5","3","1","1","1","2","2","2","2","2","1","2","2","7","2","1","Sucre","78",0.33448039965043,"2"
"462",5074,"1",17,"1","1","1","6","1",1800,"1","1","2","1","2","1",1750,"1","1","2",70,"5","1","1","1","1","1","2","5","5","5","5","1","5","1","1","2","2","1","ES","2","1","2","1","1","1","2","1","1","1","1","4","2","2","5","2","1","Sucre","78",0.33448039965043,"3"
"463",5078,"1",22,"1","2","2","1","1",2500,"1","2","2","2","3","1",1500,"8","1","1",50,"2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","AS","3","1","1","1","1","1","2","2","1","2","2","2","2","2","6","2","1","Sucre","78",0.33448039965043,"2"
"464",5083,"1",41,"1","2","2","2","1",2800,"1","2","2","1","3","1",780,"1","1","1",400,"1","1","1","1","1","1","1","1","2","2","2","7","7","2","1","4","2","1","AS","4","1","2","1","1","1","1","2","1","2","2","1","2","2","5","2","1","Sucre","78",0.33448039965043,"3"
"465",5084,"1",25,"1","1","1","8","1",2500,"1","1","2","1","3","1",800,"1","1","1",50,"3","1","5","5","1","1","3","5","5","3","3","1","1","1","2","6","1","1","ES","3","1","2","1","1","1","1","2","1","2","1","1","2","2","4","2","1","Sucre","78",0.33448039965043,"3"
"466",5401,"1",25,"1","2","2","8","1",1500,"4","2","2","1","3","1",500,"1","1","2",100,"4","1","2","1","5","1","1","1","2","3","7","7","6","6","2","3","2","1","AS","2","1","2","1","1","1","2","2","1","2","2","1","2","2","4","2","2","Camargo","9",0.308048089777484,"2"
"467",5417,"1",38,"1","2","1","3","1",1800,"1","1","2","1","2","1",980,"1","1","2",50,"3","1","3","1","5","7","1","1","2","3","5","6","7","5","2","4","2","1","NP","6","1","2","1","1","2","2","2","1","2","1","2","2","2","4","2","2","Camargo","9",0.308048089777484,"2"
"468",5606,"1",47,"1","2","1","8","1",1500,"1","1","2","1","3","1",2000,"1","1","2",100,"2","1","1","1","6","1","7","2","2","2","2","2","2","2","1","3","2","1","CP","3","2","1","1","1","1","2","2","2","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"469",5610,"1",24,"1","1","1","7","1",3000,"1","1","2","1","1","1",1800,"1","2","3",158,"5","1","1","1","1","1","5","5","2","2","2","1","2","2","1","6","1","1","ES","4","1","2","1","1","1","2","2","1","2","1","2","2","2","4","6","1","Potosí","52",0.428306031062698,"2"
"470",5616,"1",14,"1","1","1","7","1",1500,"1","1","2","1","2","1",2500,"1","2","1",100,"5","1","1","1","5","1","2","5","2","1","1","2","5","2","1","2","1","1","ES","8","1","2","1","1","1","1","1","1","2","1","2","2","1","3","6","1","Potosí","52",0.428306031062698,"5"
"471",5627,"1",45,"1","2","1","8","1",1200,"1","2","2","1","3","1",700,"1","1","1",40,"5","1","5","5","5","6","2","5","1","2","2","2","5","6","1","7","2","1","PI","7","2","3","1","1","1","2","2","1","1","1","1","2","2","4","6","1","Potosí","52",0.428306031062698,"3"
"472",5628,"1",58,"1","1","1","6","1",2300,"1","1","2","1","2","1",1000,"1","1","3",50,"3","1","1","5","5","7","5","5","5","5","4","3","5","5","1","8","2","1","PI","7","2","2","1","1","1","2","1","1","1","1","2","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"473",5629,"1",28,"1","1","1","7","1",1600,"2","2","2","1","2","1",600,"1","1","2",15,"3","1","6","6","5","5","5","6","5","5","5","1","1","6","1","6","1","1","SB","5","1","3","1","1","1","1","2","1","2","1","1","2","2","4","6","1","Potosí","52",0.428306031062698,"3"
"474",5630,"1",63,"1","1","1","5","1",2000,"1","1","2","1","2","1",850,"1","1","2",50,"1","1","2","2","6","1","1","6","6","3","3","2","3","2","1","7","4","1","RJ","7","5","5","1","1","1","1","2","1","2","2","1","2","2","9","6","1","Potosí","52",0.428306031062698,"4"
"475",5631,"1",42,"1","2","1","2","1",1500,"1","2","2","1","3","1",500,"1","1","2",50,"3","1","1","1","5","1","2","5","1","1","2","3","3","6","2","7","1","1","SB","7","2","2","1","1","1","2","2","2","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"476",5634,"1",30,"1","2","1","6","1",2000,"1","1","2","1","2","1",4000,"1","1","2",100,"3","2","2","3","5","1","1","2","1","2","1","4","5","6","2","7","2","1","AC","7","1","4","1","1","1","1","1","1","1","1","1","2","2","4","6","1","Potosí","52",0.428306031062698,"4"
"477",5635,"1",41,"1","2","1","1","1",7000,"1","1","2","1","3","1",1500,"1","1","3",100,"3","1","2","1","5","1","5","1","3","4","5","5","5","5","2","4","2","1","AC","7","1","3","1","1","1","1","1","1","2","2","1","2","2","6","6","1","Potosí","52",0.428306031062698,"4"
"478",5637,"1",51,"1","2","2","1","1",2000,"1","2","2","2","3","1",4000,"1","1","1",40,"4","1","1","1","1","1","1","3","3","1","2","3","2","1","1","2","1","3","CP","2","3","2","1","1","1","2","2","1","2","1","1","2","2","4","6","1","Potosí","52",0.428306031062698,"2"
"479",5639,"1",18,"1","2","1","3","1",3500,"2","1","2","1","3","1",2000,"1","1","1",60,"2","2","1","2","2","2","1","2","1","1","1","3","3","1","2","2","1","1","ES","2","1","4","1","1","1","2","2","2","2","1","3","1","2","8","6","1","Potosí","52",0.428306031062698,"3"
"480",5642,"1",44,"1","2","2","9","1",1500,"1","2","2","2","3","1",200,"1","1","3",50,"3","1","4","1","1","1","2","4","2","4","3","5","6","6","1","1","2","1","CP","1","1","3","1","1","1","2","2","2","2","1","1","1","2","6","6","1","Potosí","52",0.428306031062698,"2"
